ID,IMSI,IMEI,Citizenship No.,First Name,Last Name,Gender,DOB,Age,Maritial status,Phone no ,Type,Zone,Development Region,District,Latitude,Longitude,E-mail,Subscription date,Start date,End date,SMS,Day Calls,Day Charge,Eve Calls,Eve Charge,Night Calls,Night Charge,Total_calls,Total_charge
740,'429015970438802,'471906962192249,542327552,Barbara,Alvarez,Female,12/2/1996,21,0,9845065653,PREPAID,Bagmati,Central,Kathmandu,27.7172 N,85.3240 E,Barbara.Alvarez@gmail.com,1/27/2012,20160101,20160128,0,92,28.59,100,19.1,99,7.63,291,55.32
741,'429017569818930,'482844487343782,564232832,Theresa,Mitchell,Female,2/19/1982,35,1,9851433315,POSTPAID,Bagmati,Central,Lalitpur,27.6644 N,85.3188 E,Theresa.Mitchell@gmail.com,2/3/2015,20160101,20160119,0,76,47.26,74,15.02,126,9.88,276,72.16
742,'429017133961073,'766485652208192,154735701,Kenneth,Ruiz,Male,2/8/1984,33,1,9842241075,PREPAID,Bagmati,Central,Kathmandu,27.7172 N,85.3240 E,Kenneth.Ruiz@gmail.com,2/6/2016,20160101,20160125,0,77,43.08,151,15.5,103,12.41,331,70.99
743,'429015713738210,'383716923562739,109249474,Kathryn,Perry,Female,4/4/1973,44,1,9845049745,PREPAID,Gandaki,Western,Kaski,28.2622 N,84.0167 E,Kathryn.Perry@yahoo.com,10/24/2010,20160101,20160120,0,120,35.92,122,13.82,118,6.06,360,55.8
744,'429019503704267,'442171947745194,869269152,George,Patterson,Male,9/11/1985,32,1,9843172760,PREPAID,Lumbini,Western,Gulmi,28.0889 N,83.2934 E,George.Patterson@yahoo.com,11/27/2007,20160101,20160128,7,87,29.95,81,12.33,92,11.23,260,53.51
745,'429017647805228,'224590434533534,143764476,Daniel,Patterson,Male,10/8/1979,38,1,9841917481,PREPAID,Gandaki,Western,Lamjung,28.2765 N,84.3542 E,Daniel.Patterson@yahoo.com,9/30/2008,20160101,20160130,0,150,41.63,138,10.03,91,10.62,379,62.28
746,'429014111930482,'476408269037653,324189512,David,Stephens,Male,4/3/1948,69,1,9845218069,PREPAID,Bagmati,Central,Kathmandu,27.7172 N,85.3240 E,David.Stephens@gmail.com,7/16/2008,20160101,20160110,9,102,31.38,117,16.66,122,10.19,341,58.23
747,'429011404005217,'355918058297252,298726837,Kathy,Mitchell,Female,10/12/1984,33,1,9842484825,PREPAID,Janakpur,Central,Dhanusa,26.8350 N,86.0122 E,Kathy.Mitchell@gmail.com,6/7/2014,20160101,20160115,6,73,36.72,117,16,98,6.62,288,59.34
748,'429013156607784,'425945608650148,489398554,Patrick,Murray,Male,8/4/1952,65,1,9849083603,PREPAID,Janakpur,Central,Dholkha,27.7784 N,86.1752 E,Patrick.Murray@gmail.com,8/1/2000,20160101,20160121,6,107,28.99,77,18.46,71,10.16,255,57.61
749,'429014454391563,'880797983180722,301828918,Willie,Robertson,Male,3/22/1984,33,1,9851662821,POSTPAID,Bagmati,Central,Sindhupalchok,27.9512 N,85.6846 E,Willie.Robertson@gmail.com,2/13/2004,20160101,20160122,6,113,25.38,122,20.59,104,7.84,339,53.81
750,'429014234615806,'296348891947097,605419449,Kelly,Bradley,Female,10/7/1969,48,1,9842700824,PREPAID,Sagarmatha,Eastern,Okhaldhunga,27.3619 N,86.3782 E,Kelly.Bradley@gmail.com,9/17/2005,20160101,20160118,7,123,48.84,114,24.48,112,11.97,349,85.29
751,'429016600649443,'763991591539921,450524005,Gary,Fisher,Male,1/16/1988,29,1,9849964056,PREPAID,Gandaki,Western,Kaski,28.2622 N,84.0167 E,Gary.Fisher@yahoo.com,7/3/2016,20160101,20160119,0,114,19.94,61,17.09,82,4.86,257,41.89
752,'429013446546790,'192800590369416,653345206,Gregory,Butler,Male,10/29/1985,32,1,9844729775,PREPAID,Narayani,Central,Chitwan,27.5291 N,84.3542 E,Gregory.Butler@gmail.com,7/22/2011,20160101,20160121,0,112,43.61,90,16.96,122,8.47,324,69.04
753,'429015973734262,'961105511606758,568895453,Clarence,Perez,Male,6/30/1959,58,1,9846876724,PREPAID,Gandaki,Western,Kaski,28.2622 N,84.0167 E,Clarence.Perez@yahoo.com,10/27/2005,20160101,20160129,0,69,20.3,92,23.23,153,9.65,314,53.18
754,'429012084367312,'674322690942315,991042410,John,Harvey,Male,12/22/1950,67,1,9846740379,PREPAID,Bagmati,Central,Kathmandu,27.7172 N,85.3240 E,John.Harvey@yahoo.com,10/14/2000,20160101,20160121,8,114,27.4,83,21.44,92,7.21,289,56.05
755,'429018474990763,'414561676958858,150089859,Adam,Watson,Male,2/21/1977,40,1,9851631316,POSTPAID,Bagmati,Central,Lalitpur,27.6644 N,85.3188 E,Adam.Watson@gmail.com,11/13/2002,20160101,20160113,7,77,41.38,97,15.48,94,11.66,268,68.52
756,'429016740852466,'420734050802856,474796841,Melissa,Allen,Female,1/14/1978,39,1,9847728601,PREPAID,Bagmati,Central,Kathmandu,27.7172 N,85.3240 E,Melissa.Allen@gmail.com,4/7/2013,20160101,20160120,0,91,33.73,106,22.5,101,5.01,298,61.24
757,'429018137414719,'333891902186973,686017416,Peter,Jordan,Male,11/15/1936,81,1,9847284664,PREPAID,Dhaulagiri,Western,Parbat,28.1780 N,83.6987 E,Peter.Jordan@gmail.com,1/15/2000,20160101,20160112,0,129,41.96,121,15.96,109,6.95,359,64.87
758,'429016267252489,'454196634942555,123890461,Nancy,Harris,Female,2/25/1985,32,1,9848653979,PREPAID,Gandaki,Western,Syangja,28.0197 N,83.8049 E,Nancy.Harris@yahoo.com,8/4/2007,20160101,20160119,0,114,27.05,117,19.66,91,6.44,322,53.15
759,'429013174919223,'157169744667353,638363044,Willie,Duncan,Male,6/28/1995,22,0,9849185901,PREPAID,Bagmati,Central,Kathmandu,27.7172 N,85.3240 E,Willie.Duncan@gmail.com,7/12/2011,20160101,20160120,0,100,28.05,83,26.96,86,5.36,269,60.37
760,'429019850363151,'439247474801806,786733972,Johnny,Harvey,Male,4/1/1977,40,1,9845636745,PREPAID,Gandaki,Western,Tanahun,27.9447 N,84.2279 E,Johnny.Harvey@yahoo.com,2/28/2001,20160101,20160110,8,100,34.58,104,16.23,119,8.82,323,59.63
761,'429017968132158,'149690060308223,388718051,Sarah,Lynch,Female,8/20/1953,64,1,9851543010,POSTPAID,Janakpur,Central,Dholkha,27.7784 N,86.1752 E,Sarah.Lynch@gmail.com,12/24/2003,20160101,20160124,0,77,35.68,52,13.43,113,6.39,242,55.5
762,'429017695059302,'288272919193545,766711980,Larry,Simpson,Male,12/26/1990,27,0,9846001090,PREPAID,Bagmati,Central,Bhaktapur,27.6710 N,85.4298 E,Larry.Simpson@gmail.com,10/20/2016,20160101,20160130,0,75,22.73,87,16.6,89,12.62,251,51.95
763,'429018087970113,'883366429372819,730895716,Michael,Fernandez,Male,10/25/1958,59,1,9849472201,PREPAID,Lumbini,Western,Kapilvastu ,27.6542 N,82.9932 E,Michael.Fernandez@hotmail.com,3/20/2015,20160101,20160126,0,105,39.32,108,14.59,136,3.05,349,56.96
764,'429019123178290,'984029729736933,710877649,Elizabeth,Anderson,Female,5/1/2000,17,0,9846797617,PREPAID,Bagmati,Central,Kavrepalanchok,27.5259 N,85.5612 E,Elizabeth.Anderson@gmail.com,6/13/2015,20160101,20160121,11,104,16.05,101,11.58,89,6.63,294,34.26
765,'429013244297637,'736072139189835,938169308,Phillip,Graham,Male,10/10/1980,37,1,9842641976,PREPAID,Bagmati,Central,Kathmandu,27.7172 N,85.3240 E,Phillip.Graham@gmail.com,9/6/2002,20160101,20160130,0,124,37.59,94,9.42,112,10.8,330,57.81
766,'429011475856349,'189745128085794,368834080,Philip,Ramirez,Male,5/11/1965,52,1,9843377977,PREPAID,Gandaki,Western,Kaski,28.2622 N,84.0167 E,Philip.Ramirez@yahoo.com,12/15/2012,20160101,20160118,0,88,38.66,100,15.51,134,8.63,322,62.8
767,'429011103925652,'464311737944033,387392511,Carolyn,Hill,Female,8/14/1982,35,1,9851426956,POSTPAID,Janakpur,Central,Mahottari ,26.8762 N,85.8077 E,Carolyn.Hill@gmail.com,1/10/2001,20160101,20160125,0,124,37.59,94,9.42,112,10.8,330,57.81
768,'429011473205938,'716365270197455,396403340,Walter,Gilbert,Male,12/10/1982,35,1,9851292998,POSTPAID,Gandaki,Western,Kaski,28.2622 N,84.0167 E,Walter.Gilbert@yahoo.com,9/4/2015,20160101,20160130,4,87,20.28,101,17.98,86,12.1,274,50.36
769,'429015530710413,'319942002315603,752707045,Brenda,Perkins,Female,2/14/1942,75,1,9841061839,PREPAID,Gandaki,Western,Kaski,28.2622 N,84.0167 E,Brenda.Perkins@yahoo.com,9/21/2008,20160101,20160128,0,108,32.4,95,12.95,97,6.51,300,51.86
770,'429014364769296,'408710796777737,487483425,Ryan,Chavez,Male,2/20/1963,54,1,9851341979,POSTPAID,seti,Far-Western,Achham,29.0396 N,81.2519 E,Ryan.Chavez@hotmail.com,8/16/2010,20160101,20160111,0,87,20.28,101,17.98,86,12.1,274,50.36
771,'429019693521905,'232264657303311,166750813,Keith,Kelly,Male,4/5/1975,42,1,9846650912,PREPAID,Bagmati,Central,Sindhupalchok,27.9512 N,85.6846 E,Keith.Kelly@gmail.com,10/7/2006,20160101,20160117,6,83,32.93,79,13.11,60,13.46,222,59.5
772,'429019469639242,'149581748963453,163628302,Benjamin,Castillo,Male,1/1/1983,34,1,9843844024,PREPAID,Bagmati,Central,Bhaktapur,27.6710 N,85.4298 E,Benjamin.Castillo@gmail.com,11/22/2004,20160101,20160122,0,61,36.87,120,17.63,110,9.98,291,64.48
773,'429016794868224,'621266322693952,866553040,Lawrence,Dunn,Male,11/22/1967,50,1,9842726579,PREPAID,Lumbini,Western,Kapilvastu ,27.6542 N,82.9932 E,Lawrence.Dunn@hotmail.com,11/16/2005,20160101,20160125,6,86,27.56,86,13.18,87,8.54,259,49.28
774,'429018996844098,'659039006295065,635910948,Jeffrey,Robertson,Male,6/13/1996,21,0,9849713075,PREPAID,Bagmati,Central,Kathmandu,27.7172 N,85.3240 E,Jeffrey.Robertson@gmail.com,1/6/2016,20160101,20160129,0,102,32.95,104,10.11,124,6.12,330,49.18
775,'429017411798914,'218473896588373,379090126,Jack,Stephens,Male,7/26/1971,46,1,9846815633,PREPAID,Bagmati,Central,Bhaktapur,27.6710 N,85.4298 E,Jack.Stephens@gmail.com,10/6/2005,20160101,20160112,5,101,21.4,102,16.69,75,11.37,278,49.46
776,'429014769093815,'420899649622229,675148690,Nicholas,Sanders,Male,2/3/1978,39,1,9844356054,PREPAID,Bagmati,Central,Lalitpur,27.6644 N,85.3188 E,Nicholas.Sanders@gmail.com,6/30/2014,20160101,20160124,0,100,34.58,104,16.23,119,8.82,323,59.63
777,'429012259593787,'328118464361853,779001593,Billy,Mccoy,Male,10/4/1963,54,1,9848257696,PREPAID,Bagmati,Central,Sindhupalchok,27.9512 N,85.6846 E,Billy.Mccoy@gmail.com,9/9/2014,20160101,20160112,0,131,26.38,106,20.78,68,5.51,305,52.67
778,'429019797436848,'416916876494493,878101987,Jerry,Foster,Male,8/13/1975,42,1,9846310127,PREPAID,Sagarmatha,Eastern,Khotang,27.2317 N,86.8220 E,Jerry.Foster@gmail.com,5/22/2002,20160101,20160116,0,80,37.4,102,18.47,71,6.88,253,62.75
779,'429012200608251,'458974812694081,242208118,Victor,Oliver,Male,12/7/1976,41,1,9845250863,PREPAID,Sagarmatha,Eastern,Solukhumbu ,27.7910 N,86.6611 E,Victor.Oliver@gmail.com,11/6/2006,20160101,20160127,0,110,30.91,123,19.39,141,11.82,374,62.12
780,'429017320318105,'493914803380900,278527463,Peter,Mills,Male,10/29/1972,45,1,9841586204,PREPAID,Lumbini,Western,Palpa,27.8253 N,83.6348 E,Peter.Mills@yahoo.com,9/9/2001,20160101,20160121,0,115,44.27,46,12.41,87,12.13,248,68.81
781,'429012344276236,'561317435085752,349779582,Anne,Campbell,Female,1/8/1997,20,0,9845871392,PREPAID,Bagmati,Central,Lalitpur,27.6644 N,85.3188 E,Anne.Campbell@gmail.com,11/18/2013,20160101,20160125,10,81,38.2,112,11,109,7.54,302,56.74
782,'429013279175974,'665865650412298,106035863,Fred,Bishop,Male,6/26/1973,44,1,9849084599,PREPAID,Mahakali,Far-Western,Darchula,29.8812 N,80.7658 E,Fred.Bishop@hotmail.com,8/27/2008,20160101,20160126,0,97,29.89,106,18.49,134,10.69,337,59.07
783,'429011199452778,'551702727590900,113548549,Roger,Shaw,Male,8/20/1945,72,1,9851149106,POSTPAID,Mechi,Eastern,Ilam,26.8760 N,87.9335 E,Roger.Shaw@gmail.com,8/18/2004,20160101,20160112,0,105,25.62,133,16.77,116,7.61,354,50
784,'429011673958577,'660049677772909,103679487,Aaron,Vasquez,Male,2/15/1984,33,1,9847941760,PREPAID,Lumbini,Western,Palpa,27.8253 N,83.6348 E,Aaron.Vasquez@yahoo.com,3/2/2010,20160101,20160124,0,93,29.5,76,16.5,112,9.36,281,55.36
785,'429011602141926,'378261252850700,133958728,Debra,Flores,Female,12/14/1971,46,1,9847662405,PREPAID,Janakpur,Central,Dholkha,27.7784 N,86.1752 E,Debra.Flores@gmail.com,9/29/2003,20160101,20160111,0,79,40.39,107,16.35,111,9.33,297,66.07
786,'429011583352030,'662283415304008,966503202,George,Rose,Male,7/19/1980,37,1,9848804785,PREPAID,Lumbini,Western,Kapilvastu ,27.6542 N,82.9932 E,George.Rose@hotmail.com,6/28/2001,20160101,20160128,0,97,32.66,94,14.44,54,7.5,245,54.6
787,'429014295679217,'730781897905051,236336868,Earl,Mills,Male,7/8/1966,51,1,9851172303,POSTPAID,Bagmati,Central,Kathmandu,27.7172 N,85.3240 E,Earl.Mills@yahoo.com,8/30/2001,20160101,20160119,0,116,12.99,74,9.83,94,10.18,284,33
788,'429018779307214,'698458406155925,278669698,Frances,Olson,Female,9/3/1999,18,0,9842481847,PREPAID,Bagmati,Central,Lalitpur,27.6644 N,85.3188 E,Frances.Olson@gmail.com,11/17/2014,20160101,20160122,0,120,42.84,106,12.77,96,6.83,322,62.44
789,'429019755860037,'925080412502493,542194016,Dorothy,Campbell,Female,12/14/1989,28,0,9842811125,PREPAID,Lumbini,Western,Palpa,27.8253 N,83.6348 E,Dorothy.Campbell@yahoo.com,1/24/2013,20160101,20160118,0,108,28.12,103,15.61,108,3.61,319,47.34
790,'429015863273120,'292528315420993,460639480,Roger,Sanders,Male,4/18/1995,22,0,9849428164,PREPAID,Lumbini,Western,Palpa,27.8253 N,83.6348 E,Roger.Sanders@yahoo.com,12/23/2010,20160101,20160120,0,151,35.07,89,12.63,91,7.52,331,55.22
791,'429015845047513,'781362878866690,959464382,Harold,Stone,Male,2/25/1998,19,0,9846277928,PREPAID,Bagmati,Central,Lalitpur,27.6644 N,85.3188 E,Harold.Stone@gmail.com,9/8/2013,20160101,20160110,0,106,22.85,98,17.96,125,8.71,329,49.52
792,'429012914666905,'838478831649513,783837207,Jonathan,West,Male,5/9/1979,38,1,9849449372,PREPAID,Bagmati,Central,Lalitpur,27.6644 N,85.3188 E,Jonathan.West@gmail.com,9/29/2005,20160101,20160113,0,96,34.05,102,17.1,60,9.27,258,60.42
793,'429019876074194,'323852206778142,435118781,Sandra,Schmidt,Female,7/4/1982,35,1,9842634401,PREPAID,Lumbini,Western,Gulmi,28.0889 N,83.2934 E,Sandra.Schmidt@yahoo.com,2/15/2002,20160101,20160115,0,61,36.33,104,21.51,73,9.35,238,67.19
794,'429016158668627,'903543321748525,698727969,Julie,Richardson,Female,3/7/2000,17,0,9846576896,PREPAID,Bagmati,Central,Kathmandu,27.7172 N,85.3240 E,Julie.Richardson@gmail.com,9/4/2015,20160101,20160116,8,122,34.65,76,24.06,83,8.88,281,67.59
795,'429013275385334,'283565981412267,972394915,Norma,Martinez,Female,3/19/1994,23,1,9851316064,POSTPAID,Bagmati,Central,Lalitpur,27.6644 N,85.3188 E,Norma.Martinez@gmail.com,1/8/2013,20160101,20160128,0,126,25.25,125,18.65,121,8.93,372,52.83
796,'429018954773379,'647700953591164,102468968,Adam,Martin,Male,2/12/1964,53,1,9847145405,PREPAID,Gandaki,Western,Kaski,28.2622 N,84.0167 E,Adam.Martin@yahoo.com,5/9/2003,20160101,20160121,8,94,38.39,117,16.41,100,10.46,311,65.26
797,'429017869726063,'746305237112946,345919804,Donald,Riley,Male,6/4/1993,24,0,9842449423,PREPAID,Lumbini,Western,Gulmi,28.0889 N,83.2934 E,Donald.Riley@yahoo.com,3/26/2016,20160101,20160112,7,89,35.02,88,15.81,86,13.82,263,64.65
798,'429011723970464,'247049961911137,392484070,Beverly,Harper,Female,5/16/1992,25,0,9843876278,PREPAID,Bagmati,Central,Rasuwa,28.1727 N,85.3136 E,Beverly.Harper@gmail.com,7/12/2014,20160101,20160122,0,101,49.79,97,16.97,127,11.49,325,78.25
799,'429014353377972,'633873783537871,165264706,Virginia,Banks,Female,2/3/1989,28,1,9851366486,POSTPAID,Bagmati,Central,Kathmandu,27.7172 N,85.3240 E,Virginia.Banks@gmail.com,5/26/2004,20160101,20160118,0,81,38.25,63,15.04,110,8.74,254,62.03
800,'429012493961411,'986762567102246,424176416,Gary,Willis,Male,10/27/1975,42,1,9841742840,PREPAID,Lumbini,Western,Gulmi,28.0889 N,83.2934 E,Gary.Willis@yahoo.com,9/10/2011,20160101,20160112,8,97,32.74,101,11.49,101,9.73,299,53.96
801,'429012384389174,'323377446366629,257024731,Philip,Anderson,Male,3/3/1999,18,0,9841489581,PREPAID,Bagmati,Central,Lalitpur,27.6644 N,85.3188 E,Philip.Anderson@gmail.com,12/6/2016,20160101,20160127,0,69,45,120,25.93,86,8.88,275,79.81
802,'429016308719991,'382903427193197,570605973,Robin,Lawrence,Female,6/28/1979,38,1,9851622438,POSTPAID,Bagmati,Central,Kathmandu,27.7172 N,85.3240 E,Robin.Lawrence@gmail.com,1/13/2002,20160101,20160117,0,107,28.12,126,16.66,110,15.71,343,60.49
803,'429019707846870,'960964519454322,219484158,Alice,Spencer,Female,4/27/1965,52,1,9847717929,PREPAID,Janakpur,Central,Dholkha,27.7784 N,86.1752 E,Alice.Spencer@gmail.com,9/19/2016,20160101,20160116,0,137,30.31,76,16.07,102,5.81,315,52.19
804,'429016107629565,'925172765653085,372870608,Daniel,Green,Male,3/3/1986,31,0,9851866588,POSTPAID,Gandaki,Western,Kaski,28.2622 N,84.0167 E,Daniel.Green@yahoo.com,2/2/2015,20160101,20160115,11,107,21.59,75,27.47,127,6.48,309,55.54
805,'429014657723651,'562605132254445,414620958,Aaron,Turner,Male,7/24/1969,48,1,9849155807,PREPAID,Lumbini,Western,Kapilvastu ,27.6542 N,82.9932 E,Aaron.Turner@hotmail.com,5/4/2001,20160101,20160125,0,77,43.08,151,15.5,103,12.41,331,70.99
806,'429016632081499,'895730290198396,866652293,Nicholas,Lynch,Male,1/13/1973,44,1,9848511165,PREPAID,Gandaki,Western,Gorkha,28.4764 N,84.6897 E,Nicholas.Lynch@yahoo.com,6/14/2000,20160101,20160110,0,100,35.77,97,19.17,120,7.59,317,62.53
807,'429012913078684,'983372944191261,580691486,Steve,Banks,Male,12/16/1947,70,1,9851685309,POSTPAID,Bagmati,Central,Sindhupalchok,27.9512 N,85.6846 E,Steve.Banks@gmail.com,2/5/2016,20160101,20160114,11,99,27.17,64,22.44,70,5.21,233,54.82
808,'429012926139976,'727089306136996,845706546,Willie,Romero,Male,6/20/1995,22,0,9849778567,PREPAID,Narayani,Central,Chitwan,27.5291 N,84.3542 E,Willie.Romero@gmail.com,10/10/2016,20160101,20160115,0,64,22.24,116,19.01,108,10.25,288,51.5
809,'429014115821865,'689631280861014,243251754,Katherine,Rose,Female,7/29/1976,41,1,9844052087,PREPAID,Lumbini,Western,Kapilvastu ,27.6542 N,82.9932 E,Katherine.Rose@hotmail.com,7/3/2007,20160101,20160124,0,121,38.78,79,23.5,77,12.59,277,74.87
810,'429015303419455,'693843166732703,858091776,Margaret,Wagner,Female,4/18/1998,19,0,9841659540,PREPAID,Lumbini,Western,Nawalparasi,27.6498 N,83.8897 E,Margaret.Wagner@hotmail.com,5/2/2015,20160101,20160111,8,89,33.93,96,17.97,84,3.26,269,55.16
811,'429016419317183,'231531091958356,569018970,Donald,Rivera,Male,7/20/1976,41,1,9849716236,PREPAID,Janakpur,Central,Dholkha,27.7784 N,86.1752 E,Donald.Rivera@gmail.com,5/7/2005,20160101,20160129,0,113,35.68,104,21.23,92,10.09,309,67
812,'429016608859608,'802579806985662,375149894,Sandra,Ray,Female,11/13/1969,48,1,9845591453,PREPAID,Gandaki,Western,Syangja,28.0197 N,83.8049 E,Sandra.Ray@yahoo.com,1/1/2007,20160101,20160113,0,83,25.67,116,18.67,127,9.18,326,53.52
813,'429014074477146,'610985457442654,461732594,Lillian,Montgomery,Female,9/7/1986,31,1,9851536965,POSTPAID,Gandaki,Western,Kaski,28.2622 N,84.0167 E,Lillian.Montgomery@yahoo.com,11/20/2015,20160101,20160111,0,107,33.12,99,14.53,93,10.13,299,57.78
814,'429012679686150,'286908319076713,176493554,Mark,Wells,Male,12/11/1996,21,0,9851676222,POSTPAID,Bagmati,Central,Kathmandu,27.7172 N,85.3240 E,Mark.Wells@gmail.com,11/23/2015,20160101,20160118,0,61,35.92,119,8.98,63,7.92,243,52.82
815,'429014155383413,'120877504635993,504463191,Johnny,Collins,Male,9/7/1952,65,1,9844672794,PREPAID,Bagmati,Central,Kathmandu,27.7172 N,85.3240 E,Johnny.Collins@yahoo.com,12/18/2010,20160101,20160124,0,109,28.36,117,20.06,77,13.84,303,62.26
816,'429012917965993,'788158304209762,509076388,Evelyn,Wagner,Female,6/1/1970,47,1,9845198907,PREPAID,Bagmati,Central,Bhaktapur,27.6710 N,85.4298 E,Evelyn.Wagner@gmail.com,2/18/2002,20160101,20160129,0,57,37.06,88,9.72,95,12.11,240,58.89
817,'429014695427635,'354669878563239,947210950,Katherine,Fox,Female,6/16/1992,25,0,9851908550,POSTPAID,Gandaki,Western,Lamjung,28.2765 N,84.3542 E,Katherine.Fox@yahoo.com,2/24/2016,20160101,20160123,0,129,30.24,87,19.09,102,13.78,318,63.11
818,'429018922491256,'890066450351045,143838567,Antonio,Morgan,Male,1/18/1988,29,1,9848235524,PREPAID,Bagmati,Central,Kathmandu,27.7172 N,85.3240 E,Antonio.Morgan@gmail.com,11/11/2004,20160101,20160111,0,95,34.22,66,12.99,101,10.49,262,57.7
819,'429016820301242,'543728799349844,785045522,Robert,Jordan,Male,5/22/2000,17,0,9848918323,PREPAID,Dhaulagiri,Western,Mustang,28.9985 N,83.8473 E,Robert.Jordan@yahoo.com,3/5/2016,20160101,20160115,8,98,46.16,102,21.54,85,7.44,285,75.14
820,'429015173408227,'134445053212403,865565916,Stephanie,Weaver,Female,4/15/1973,44,1,9848385764,PREPAID,Lumbini,Western,Rupandehi ,27.6264 N,83.3789 E,Stephanie.Weaver@hotmail.com,2/16/2007,20160101,20160118,0,88,38.66,100,15.51,134,8.63,322,62.8
821,'429016237381131,'382896702640173,681121502,Robin,Ruiz,Female,3/9/1958,59,1,9845136760,PREPAID,Lumbini,Western,Palpa,27.8253 N,83.6348 E,Robin.Ruiz@yahoo.com,1/24/2002,20160101,20160124,0,87,29.95,81,12.33,92,11.23,260,53.51
822,'429019389260899,'897510060347336,429531718,Joseph,Bradley,Male,2/12/1996,21,0,9851466693,POSTPAID,Lumbini,Western,Palpa,27.8253 N,83.6348 E,Joseph.Bradley@yahoo.com,1/12/2012,20160101,20160115,0,128,44.51,104,18.75,91,6.15,323,69.41
823,'429014102256671,'584548126647144,625962795,James,Lane,Male,4/23/1976,41,1,9842580232,PREPAID,Bagmati,Central,Kathmandu,27.7172 N,85.3240 E,James.Lane@yahoo.com,2/25/2005,20160101,20160122,0,110,31.94,117,16.75,108,7.52,335,56.21
824,'429013916063418,'415008766031187,733588925,Michael,Little,Male,1/5/1981,36,1,9844888841,PREPAID,Lumbini,Western,Arghakhanchi,27.9829 N,83.0361 E,Michael.Little@hotmail.com,5/21/2004,20160101,20160124,6,105,38.44,107,17.13,98,11.08,310,66.65
825,'429015506213911,'817818188780790,910271877,Bruce,Jackson,Male,6/2/2000,17,0,9849833022,PREPAID,Bagmati,Central,Kathmandu,27.7172 N,85.3240 E,Bruce.Jackson@yahoo.com,3/30/2016,20160101,20160127,0,106,34.66,99,15.95,107,4.58,312,55.19
826,'429014606177541,'622188162723667,146866231,Ronald,Henderson,Male,1/11/1965,52,1,9851137885,POSTPAID,Mahakali,Far-Western,Kanchanpur,28.8372 N,80.3213 E,Ronald.Henderson@gmail.com,10/23/2014,20160101,20160127,0,114,35.67,82,14.56,119,6.96,315,57.19
827,'429016532680677,'277597072246884,166675668,Philip,Jones,Male,3/1/1989,28,1,9851512408,POSTPAID,Bagmati,Central,Bhaktapur,27.6710 N,85.4298 E,Philip.Jones@gmail.com,6/7/2008,20160101,20160116,0,72,42.81,126,17.48,109,12.38,307,72.67
828,'429013206003596,'798376400932651,396373986,Brian,Ross,Male,7/2/1987,30,1,9842043085,PREPAID,Lumbini,Western,Palpa,27.8253 N,83.6348 E,Brian.Ross@yahoo.com,12/6/2004,20160101,20160123,0,108,12.02,87,13.39,82,6.97,277,32.38
829,'429017409288705,'521449398931104,750989807,George,Gray,Male,7/28/1949,68,1,9846473123,PREPAID,Gandaki,Western,Kaski,28.2622 N,84.0167 E,George.Gray@yahoo.com,10/6/2002,20160101,20160126,0,112,17.14,69,19.55,95,8.71,276,45.4
830,'429015973723773,'469057955022814,741559734,James,Scott,Male,8/1/1979,38,1,9849333695,PREPAID,Bagmati,Central,Kathmandu,27.7172 N,85.3240 E,James.Scott@gmail.com,2/3/2015,20160101,20160123,0,94,33.05,95,15.87,90,10.05,279,58.97
831,'429014328242667,'552974801683256,448663151,Carlos,James,Male,2/2/1985,32,1,9847347752,PREPAID,Dhaulagiri,Western,Baglung,28.3683 N,83.2934 E,Carlos.James@yahoo.com,1/13/2001,20160101,20160129,0,87,20.28,101,17.98,86,12.1,274,50.36
832,'429015250987461,'580646204541655,194483862,Gloria,Stanley,Female,4/23/1990,27,0,9847190817,PREPAID,Mahakali,Far-Western,Darchula,29.8812 N,80.7658 E,Gloria.Stanley@hotmail.com,3/17/2011,20160101,20160118,5,151,35.07,89,12.63,91,7.52,331,55.22
833,'429011412860079,'337806607996095,418400103,Tammy,Ford,Female,7/30/1963,54,1,9848172640,PREPAID,Lumbini,Western,Gulmi,28.0889 N,83.2934 E,Tammy.Ford@hotmail.com,1/29/2014,20160101,20160113,6,109,33.49,128,17.22,80,9.29,317,60
834,'429016960200538,'364462477681760,245481220,Heather,Murphy,Female,6/20/1945,72,1,9845165206,PREPAID,Gandaki,Western,Lamjung,28.2765 N,84.3542 E,Heather.Murphy@yahoo.com,2/26/2006,20160101,20160129,0,97,36.5,90,11.77,44,7.61,231,55.88
835,'429013347915907,'128957402771256,216720646,David,Perry,Male,3/7/1980,37,1,9843070757,PREPAID,seti,Far-Western,Achham,29.0396 N,81.2519 E,David.Perry@hotmail.com,6/20/2001,20160101,20160120,8,90,35.19,83,19.8,108,7.76,281,62.75
836,'429015291159058,'808744582257482,664298454,Diana,Hamilton,Female,4/1/1983,34,1,9848792231,PREPAID,Bagmati,Central,Kathmandu,27.7172 N,85.3240 E,Diana.Hamilton@gmail.com,6/21/2009,20160101,20160112,0,64,14.11,106,15.05,89,11.06,259,40.22
837,'429013350347898,'305922006604071,201511120,Helen,Lewis,Female,12/26/1963,54,1,9849500583,PREPAID,Lumbini,Western,Palpa,27.8253 N,83.6348 E,Helen.Lewis@yahoo.com,7/8/2006,20160101,20160117,9,67,56.59,97,27.01,128,7.23,292,90.83
